order,P,T,L_s,ST,M,a=0.3,M_c=5.5
0,331004.80775368126,33.628932866226144,44029.74127377714,0.2621559232391986,5.65
1,800957.0183432271,33.38757376285396,6292.902037558292,0.03421236962362253,5.69070351758794
2,1562111.4732216492,33.225977290341675,1580.561361339755,0.006210083623693581,5.73140703517588
3,2525136.464913152,33.127996526047056,593.3937023940829,0.0017356309370518304,5.772110552763819
4,3617823.5965283727,33.07013383295491,286.76402959614,0.0006563481694655695,5.8128140703517595
5,4795307.347249988,33.03797103247915,162.9332681819609,0.0003039358121069401,5.853517587939699
6,6029257.815086792,33.0231422493355,103.2943357949524,0.00016196267525591168,5.894221105527638
7,7300799.155805309,33.02057175990506,70.79793550280006,9.553124328291106e-05,5.934924623115578
8,8596748.932388708,33.02700223225623,51.417679703735914,6.0809651517225884e-05,5.975628140703518
9,9907502.507097377,33.040243450125764,39.040428106727624,4.1060847223545154e-05,6.016331658291458
10,11225876.327997318,33.058756229643336,30.701115533717143,2.905648672372966e-05,6.057035175879397
11,12546370.284322096,33.081421323929455,24.836513063819684,2.135901402702662e-05,6.097738693467337
12,13864681.613948433,33.10740328734677,20.565433807975975,1.6202071827247463e-05,6.138442211055277
13,15177401.531344324,33.136062680371914,17.3632058020333,1.2618578682657055e-05,6.179145728643216
14,16481821.570838958,33.16689715255397,14.902847572288028,1.0050291164911761e-05,6.219849246231156
15,17775721.207795344,33.199512161047096,12.972675665151112,8.160326402757083e-06,6.260552763819096
16,19057330.058129016,33.233585101196205,11.43096787916007,6.737361519583187e-06,6.301256281407036
17,20325193.846074816,33.26885442858468,10.180148520796413,5.6444234482373616e-06,6.341959798994975
18,21578108.29950157,33.3051044293726,9.151354883113994,4.790123747192567e-06,6.382663316582915
19,22815128.143862423,33.342153315409824,8.2948915768254,4.111898802231203e-06,6.423366834170855
20,24035458.649572093,33.379849619973335,7.574206300652637,3.5659526415229898e-06,6.464070351758794
21,25238476.26701548,33.41806362055086,6.961938559580443,3.120995464095407e-06,6.504773869346734
22,26423650.880216334,33.456685970249616,6.437291108843095,2.7542663502421597e-06,6.545477386934674
23,27590597.64769536,33.49562197065618,5.984236886015411,2.4489372947352605e-06,6.586180904522614
24,28739001.87616978,33.534789913557724,5.590258603246909,2.1923768771574163e-06,6.626884422110553
25,29868630.160044067,33.57411888223485,5.24546896212716,1.974976408052628e-06,6.6675879396984925
26,30979314.768958226,33.61354739205044,4.941980036071069,1.789336522608207e-06,6.708291457286433
27,32070952.52813365,33.65302017960398,4.673423392598425,1.6296895440470112e-06,6.748994974874372
28,33143466.247620083,33.69249255206278,4.434637835321389,1.4915027067242467e-06,6.789698492462312
29,34196847.51241994,33.7319211388034,4.221373896190343,1.3711661906715335e-06,6.830402010050252
30,35231107.791531876,33.77127037932746,4.030131448904997,1.2657895360424253e-06,6.871105527638191
31,36246294.6014539,33.81050813376115,3.857990955310268,1.173033010760888e-06,6.911809045226131
32,37242509.74025167,33.84960167827777,3.7025029491187578,1.0909879292304914e-06,6.9525125628140705
33,38219818.46364669,33.88853135836544,3.5616179103231405,1.0180939248119213e-06,6.993216080402011
34,39178364.43919106,33.92727101811928,3.433583182539384,9.530552943083998e-07,7.03391959798995
35,40118275.91429312,33.965802432976055,3.3169121393050816,8.947974625237666e-07,7.074623115577889
36,41039711.3233272,34.00410761051648,3.2103294618978597,8.424205590767726e-07,7.11532663316583
37,41942839.19944216,34.04217045758416,3.1127361731646417,7.951671586275526e-07,7.156030150753769
38,42827831.64775405,34.0799787062366,3.023185766396644,7.523977960039449e-07,7.196733668341709
39,43694880.1065942,34.117519128304146,2.940850085936641,7.135670918005325e-07,7.2374371859296485
40,44544213.762452126,34.15477722207002,2.8650075889929685,6.782090788517012e-07,7.278140703517588
41,45375985.51842775,34.19174826182112,2.795031698698408,6.4592614023976e-07,7.318844221105528
42,46190442.06270507,34.228421884580946,2.730370632668161,6.163746003745358e-07,7.359547738693468
43,46987793.32656591,34.26479050403759,2.670535714551843,5.89256790503925e-07,7.400251256281408
44,47768253.6559606,34.30084807071018,2.615094869191165,5.64314471764945e-07,7.440954773869347
45,48532055.86562637,34.33658824354099,2.5636663054192748,5.41322619387338e-07,7.481658291457287
46,49279428.92741404,34.3720051519768,2.5159082627929132,5.200841550154158e-07,7.522361809045226
47,50010590.734918594,34.407096979186065,2.4715190737969666,5.004268912494673e-07,7.563065326633167
48,50725785.40449064,34.44185741507506,2.4302248025479902,4.821982573734504e-07,7.603768844221106
49,51425235.95424291,34.47628518372259,2.3917835665148024,4.652645218341344e-07,7.644472361809045
50,52109178.380196005,34.51037688352703,2.35597465172582,4.495064536201451e-07,7.685175879396985
51,52777845.99322793,34.544130741549274,2.3226012885490945,4.348187557251705e-07,7.725879396984925
52,53431471.346846014,34.5775447387317,2.2914843369605773,4.211073172970125e-07,7.766582914572865
53,54070286.05269341,34.61061802381648,2.262462663501596,4.08288402217359e-07,7.807286432160804
54,54694527.15423588,34.64334814442559,2.235388371029959,3.9628668564567596e-07,7.847989949748744
55,55304404.30499629,34.67574014395566,2.210132352351477,3.850358485237738e-07,7.888693467336684
56,55900164.56646419,34.707786889308345,2.1865673806916317,3.744741677553633e-07,7.929396984924623
57,56482064.445549846,34.73948660073832,2.1645829484021455,3.645470810815608e-07,7.9701005025125635
58,57050269.19302523,34.77085348623418,2.144087077872027,3.552075426158975e-07,8.010804020100503
59,57605057.9298758,34.801868623721816,2.1249722952073293,3.464079231913859e-07,8.051507537688442
