order,P,T,L,ST
0,808804.2801149124,31.284171911061442,3524.402678342055,0.023452612330144514
1,1603145.9719528882,31.118027725687494,859.4306910718788,0.003946901339332943
2,2583754.638651923,31.020040193138833,324.5660978302594,0.0010930147589634305
3,3680929.9309246414,30.96228866653018,158.5573421170161,0.00041560751051142753
4,4854215.227985325,30.929645330659053,90.9588104663561,0.00019391029233617295
5,6077546.235897842,30.91392555910099,58.12493641896108,0.00010407068319048576
6,7335204.144026725,30.90999336851313,40.08048657847252,6.17259282289446e-05
7,8615202.165497612,30.91476384762087,29.24433522675319,3.945503553628615e-05
8,9909153.462963438,30.92354044939445,22.28284810493422,2.671963532701677e-05
9,11210277.875896178,30.94262490802768,17.57077057376633,1.8944078693575623e-05
10,12513984.464048276,30.963178422355043,14.24314043543075,1.3939145687745532e-05
11,13816337.206996057,30.986985931113484,11.81128328366072,1.057574508649949e-05
12,15114235.933669686,31.013438293023054,9.982663884965387,8.232448018149098e-06
13,16405200.2532604,31.04205728705628,8.574181814343072,6.549714725828457e-06
14,17687378.235475704,31.072441952212753,7.466651039287569,5.309225680606337e-06
15,18958682.5285673,31.10434013451738,6.580633262910545,4.374554464832509e-06
16,20218102.427563943,31.137457022090093,5.860554616503967,3.6558474803971637e-06
17,21464488.928923436,31.171588646817263,5.267413394829562,3.093741444600685e-06
18,22696883.033748046,31.206566058119137,4.77300166413078,2.6472311134523617e-06
19,23914529.94273597,31.24224199934178,4.356495967304612,2.2876667432514878e-06
20,25116809.926575065,31.278491482589313,4.002285056914847,1.994702334756292e-06
21,26303203.944875576,31.31520933066462,3.698486553316221,1.753120038857854e-06
22,27473312.619616594,31.352302041503307,3.435918157976018,1.5520569432037135e-06
23,28627151.056425944,31.38964509722211,3.20729509361655,1.3830623946488888e-06
24,29763521.392027903,31.427291770008846,3.007244587772065,1.240002498137575e-06
25,30883011.967482395,31.465079356401837,2.830976944052371,1.1177987947464901e-06
26,31985268.104978573,31.502982065214777,2.674898930929938,1.0128444715684444e-06
27,33070224.499119423,31.54094831132062,2.536023962249235,9.22012044504318e-07
28,34137802.88149073,31.578939881231893,2.41191280109331,8.429552810378941e-07
29,35187978.323933065,31.616919491379008,2.300544116119319,7.737364346954724e-07
30,36220749.81712426,31.654855174281447,2.200234395036722,7.128750259226634e-07
31,37236138.01731455,31.692719833588903,2.109575241284121,6.590493933125177e-07
32,38234199.59829475,31.730487079743018,2.02737480927953,6.112673480831665e-07
33,39215024.177475475,31.76813166295687,1.95262064286381,5.68712475226058e-07
34,40178673.82032594,31.80563724530185,1.884456129403527,5.305861090678318e-07
