order,P,T,L,ST
0,808804.2806363312,31.284171852554397,3524.402678342055,0.023452609534374926
1,1603145.9896971348,31.11802770024001,859.4306910718788,0.003946896634225122
2,2583754.60573183,31.020040119524428,324.5660978302594,0.0010930074619930367
3,3680929.905047917,30.96228866303298,158.5573421170161,0.0004155987895378315
4,4854215.414502042,30.9296453170736,90.9588104663561,0.0001939003032344574
5,6077546.626183163,30.91392554567309,58.12493641896108,0.00010405995683429752
6,7335204.3900449,30.909993313165696,40.08048657847252,6.171461275172573e-05
7,8615202.017314864,30.914763895675346,29.24433522675319,3.944387701155623e-05
8,9909153.555615418,30.926114453511623,22.28284810493422,2.6707574777990713e-05
9,11210277.871785402,30.94262497278466,17.57077057376633,1.893276325288444e-05
10,12513984.106294457,30.963178463684585,14.24314043543075,1.3928028577687823e-05
11,13816336.715076976,30.986985932808878,11.81128328366072,1.056469873432091e-05
12,15114235.97957843,31.013438268389173,9.982663884965387,8.22155334199982e-06
13,16405200.614793856,31.042057296210515,8.574181814343072,6.539010267458821e-06
14,17687378.73980783,31.07244187556866,7.466651039287569,5.298724059776851e-06
15,18958683.02885564,31.104340121625206,6.580633262910545,4.364119822355757e-06
16,20218102.392577693,31.137457107629476,5.860554616503967,3.6456283210582268e-06
17,21464490.064117435,31.171588655509016,5.267413394829562,3.0837212293955005e-06
18,22696881.93809924,31.206566146274906,4.77300166413078,2.6373913351452924e-06
19,23914529.940119218,31.242242021985128,4.356495967304612,2.2780619261191496e-06
20,25116810.271610223,31.27849151893123,4.002285056914847,1.985171505041626e-06
21,26303204.756275043,31.315209275842776,3.698486553316221,1.743774047041603e-06
22,27473313.110950172,31.352302103676152,3.435918157976018,1.5426225436299668e-06
23,28627149.877192926,31.38964519408153,3.20729509361655,1.3739199241064946e-06
24,29763522.36840202,31.427291670567893,3.007244587772065,1.2309819962686654e-06
25,30883012.24356589,31.465079363109112,2.830976944052371,1.108917143423373e-06
26,31985267.886079285,31.50298212477884,2.674898930929938,1.0039804530270474e-06
27,33070225.560626376,31.540948447787056,2.536023962249235,9.132519766047488e-07
28,34137803.46157243,31.578939831217443,2.41191280109331,8.343079018401285e-07
29,35187976.70948036,31.61691966373831,2.300544116119319,7.651561872135266e-07
30,36220751.0313694,31.6548552639967,2.200234395036722,7.043711749219475e-07
31,37236137.78566903,31.69271997334726,2.109575241284121,6.506278689874863e-07
32,38234199.809068404,31.730487157269177,2.02737480927953,6.02931516380192e-07
33,39215022.896217234,31.768131597299618,1.95262064286381,5.603880078574797e-07
34,40178673.1559066,31.80563699273917,1.884456129403527,5.222823938777655e-07
35,41125264.30209836,31.842983273647462,1.822140919390906,4.880870679311495e-07
36,42054922.88567504,31.88015316858914,1.765038218661847,4.572301583431333e-07
37,42967766.62956417,31.917134179883604,1.71260010167951,4.2929106093497766e-07
38,43863941.242185846,31.953911892001535,1.66434696287256,4.039644024555503e-07
39,44743597.24890696,31.99047515066575,1.619862795847817,3.8094223004663574e-07
40,45607124.49607192,32.026773417466856,1.578751847758078,3.598923172328825e-07
41,46454165.19802571,32.06288609694577,1.54076162191347,3.406594837096142e-07
42,47285168.314717315,32.09875788829551,1.505572034168858,3.2298448457763895e-07
43,48100371.657749094,32.13436999293372,1.472925024517372,3.0674551386669935e-07
44,48899886.44101383,32.16972894670206,1.442607788306719,2.9179053713615915e-07
45,49683932.45808609,32.20482026549638,1.414417296288509,2.779462251095044e-07
46,50452679.8060481,32.239642951495796,1.388179914922602,2.6514118840861147e-07
47,51206325.9363315,32.274190121424446,1.363736445765116,2.532725425658663e-07
48,51945049.7589219,32.308459542190214,1.340946688861834,2.4225045265962017e-07
49,52669042.029136926,32.342448378045866,1.319683373495253,2.319614871676668e-07
50,53378491.62071638,32.37615411625659,1.299832247217785,2.2237085227371038e-07
51,54073596.19679662,32.409573402128046,1.281289045630856,2.1341617711847287e-07
52,54754549.97711953,32.44270314151446,1.263959633559194,2.0504200523574312e-07
53,55421534.503736205,32.475545048445625,1.24776029516081,1.9719657640716896e-07
54,56074785.87314863,32.50808861922026,1.232609575443192,1.8983779688690079e-07
55,56714445.37327086,32.54034334406355,1.218441607293981,1.8292168129642493e-07
56,57340716.87782178,32.572306436426686,1.205191380895196,1.7638691716993725e-07
57,57953843.0263305,32.60396498229136,1.192794670341048,1.7025641850352892e-07
58,58553952.09406615,32.635335005973836,1.181204532550781,1.6444541285726452e-07
59,59141271.80304381,32.66640528654459,1.170367050621651,1.5898133376396273e-07
60,59715963.95189937,32.69718468098401,1.160240367739379,1.53812776285247e-07
