order,P,T,L,ST
0,808804.2848393338,31.284171879415315,3524.402678342055,0.023452612330144514
1,1603146.0070612503,31.118027736073078,859.4306910718788,0.003946901339332943
2,2583754.5276997816,31.020040104736648,324.5660978302594,0.0010930137165390888
3,3680930.1533609764,30.962288706585046,158.5573421170161,0.0004156067176956461
4,4854215.487480009,30.929645320223425,90.9588104663561,0.0001939091824359823
5,6077546.154594884,30.913925560833174,58.12493641896108,0.00010406949137313151
6,7335204.613975357,30.909993345079133,40.08048657847252,6.172451379429225e-05
7,8615202.641631795,30.914763890606576,29.24433522675319,3.945382920928833e-05
8,9909153.205481725,30.926114425653065,22.28284810493422,2.6717591166164898e-05
9,11210277.718605107,30.942624967549353,17.57077057376633,1.894262799605111e-05
10,12513984.463162614,30.963178437233793,14.24314043543075,1.3937862944277334e-05
11,13816336.853648147,30.986985900068834,11.81128328366072,1.0574283069299384e-05
12,15114236.020477673,31.013438273811136,9.982663884965387,8.231054513060237e-06
13,16405200.411955673,31.04205735191152,8.574181814343072,6.548300929440015e-06
14,17687378.01788471,31.07244190599244,7.466651039287569,5.307912978002652e-06
15,18958682.77253392,31.104340143544725,6.580633262910545,4.373063801621544e-06
16,20218102.055879276,31.1374570452955,5.860554616503967,3.6544849258186385e-06
17,21464489.91362357,31.171588596123023,5.267413394829562,3.092296221253783e-06
18,22696882.224802397,31.206566114029773,4.77300166413078,2.645825430837066e-06
19,23914529.374139808,31.24224193664534,4.356495967304612,2.2863765439352035e-06
20,25116809.969048843,31.278491603997885,4.002285056914847,1.993322872560748e-06
21,26303204.589100044,31.315209265215586,3.698486553316221,1.7517374956897695e-06
22,27473313.469812386,31.352302051774124,3.435918157976018,1.5506810933205467e-06
23,28627150.846555445,31.3896450331131,3.20729509361655,1.3816558607192898e-06
24,29763522.27642783,31.427291742243526,3.007244587772065,1.2386573355781762e-06
25,30883012.269420918,31.465079390123723,2.830976944052371,1.1165095227802313e-06
26,31985268.3411323,31.502982052672497,2.674898930929938,1.0115409394300036e-06
27,33070226.08093338,31.540948493897442,2.536023962249235,9.207010139343144e-07
28,34137803.706207894,31.578939889612762,2.41191280109331,8.416417550838032e-07
29,35187976.56941856,31.616919626289867,2.300544116119319,7.72827938095802e-07
30,36220750.02573659,31.654855152305075,2.200234395036722,7.115667411533223e-07
31,37236139.374558754,31.692719853918298,2.109575241284121,6.577470957364818e-07
32,38234200.703758195,31.7304871121186,2.02737480927953,6.099724616050344e-07
33,39215025.67833422,31.768131575197085,1.95262064286381,5.673502896566544e-07
34,40178672.75009281,31.805637226668768,1.884456129403527,5.292376424985048e-07
35,41125264.60288865,31.842983385104173,1.822140919390906,4.949615336766587e-07
36,42054923.173991665,31.880153428359307,1.765038218661847,4.64089239991826e-07
37,42967764.401890814,31.917134614244294,1.71260010167951,4.3613069407539367e-07
38,43863942.77953505,31.95391194387786,1.66434696287256,4.107253129568984e-07
39,44743597.42576594,31.990475079989714,1.619862795847817,3.8768173032547264e-07
40,45607124.767702125,32.026773622508315,1.578751847758078,3.665579320437842e-07
41,46454166.42938062,32.06288600857628,1.54076162191347,3.473038956213763e-07
42,47285168.40825209,32.09875793808439,1.505572034168858,3.296071948292309e-07
43,48100373.920841195,32.13436996719281,1.472925024517372,3.1334647885314336e-07
44,48899886.61423712,32.16972883539691,1.442607788306719,2.9832759601293664e-07
45,49683934.56538152,32.204820328276355,1.414417296288509,2.8450482722626095e-07
46,50452680.39551092,32.2396431026942,1.388179914922602,2.7167966721313564e-07
47,51206328.1946353,32.2741901883353,1.363736445765116,2.597918328297995e-07
48,51945049.96775761,32.308459706059175,1.340946688861834,2.487153073183027e-07
49,52669044.20001643,32.34244836781095,1.319683373495253,2.384457535813898e-07
50,53378492.64007342,32.37615413541838,1.299832247217785,2.2883945306327458e-07
