order,P,T,L,ST
0,808804.213881504,31.28417183371834,3524.402678342055,0.023452613728029308
1,1603146.004816719,31.11802772991978,859.4306910718788,0.003946903221376072
2,2583754.444045214,31.02004011726166,324.5660978302594,0.0010930168438121148
3,3680930.0337410616,30.96228868566264,158.5573421170161,0.0004156100871627173
4,4854215.509676296,30.92964532048204,90.9588104663561,0.00019391306708664948
5,6077546.656101065,30.913925593781855,58.12493641896108,0.0001040738613700971
6,7335204.696727983,30.909993351803266,40.08048657847252,6.172899283735805e-05
7,8615202.290583892,30.914763881416874,29.24433522675319,3.945850372640491e-05
8,9909153.642371802,30.926114422302625,22.28284810493422,2.672219052808162e-05
9,11210278.012203975,30.9426249793879,17.57077057376633,1.8947270228129543e-05
10,12513984.42944912,30.963178435412775,14.24314043543075,1.3942352546416025e-05
11,13816336.80798913,30.986985938551246,11.81128328366072,1.0578831567255269e-05
12,15114235.699060753,31.01343822915784,9.982663884965387,8.235551734028836e-06
13,16405200.908744154,31.04205722692248,8.574181814343072,6.552744289517977e-06
14,17687378.02673026,31.07244184706854,7.466651039287569,5.3121792614646295e-06
15,18958682.677342463,31.104340094223865,6.580633262910545,4.3774002764170786e-06
16,20218102.192114424,31.13745707367592,5.860554616503967,3.6586293626616517e-06
17,21464490.276834846,31.171588594399175,5.267413394829562,3.0964391948482342e-06
18,22696882.644337397,31.2065661238142,4.77300166413078,2.649877104257624e-06
19,23914529.169664092,31.24224196157135,4.356495967304612,2.2903188196238496e-06
20,25116810.323667403,31.278491531587324,4.002285056914847,1.9972104478390984e-06
21,26303204.790103197,31.31520926331115,3.698486553316221,1.755608616560406e-06
22,27473312.89222439,31.352302018590965,3.435918157976018,1.554464680499255e-06
23,28627150.035278335,31.38964512396509,3.20729509361655,1.3853919664697871e-06
24,29763521.64234451,31.42729168680158,3.007244587772065,1.2422971872094907e-06
25,30883012.92018765,31.465079360349193,2.830976944052371,1.120090833797617e-06
26,31985270.335776716,31.502981921915683,2.674898930929938,1.0344831053151895e-06
27,33070225.129133333,31.540948468388166,2.536023962249235,9.242169595538694e-07
28,34137803.80278636,31.57893989891839,2.41191280109331,8.45089760713292e-07
29,35187976.27058518,31.616919539299957,2.300544116119319,7.758562605439532e-07
30,36220748.495558746,31.654855185984793,2.200234395036722,7.149776264448184e-07
31,37236138.21482748,31.692719770077545,2.109575241284121,6.611330694341749e-07
32,38234200.47193816,31.7304870972883,2.02737480927953,6.133310734076891e-07
33,39215024.36022734,31.768131760902623,1.95262064286381,5.707179150921248e-07
34,40178673.65210387,31.80563714648316,1.884456129403527,5.325378369971207e-07
35,41125264.401253484,31.84298354437253,1.822140919390906,4.982319105847163e-07
36,42054922.38971974,31.88015331078308,1.765038218661847,4.6732999875244693e-07
37,42967765.46817696,31.917134481159017,1.71260010167951,4.393423478978498e-07
38,43863941.67992403,31.953912071483416,1.66434696287256,4.13964915905461e-07
39,44743595.871462926,31.990475306340624,1.619862795847817,3.9086427212381227e-07
40,45607124.18051755,32.02677347233185,1.578751847758078,3.69763533059714e-07
41,46454164.273932606,32.062886231489706,1.54076162191347,3.5045635382768686e-07
42,47285168.26417318,32.098757987092135,1.505572034168858,3.3275645564816976e-07
43,48100373.03144915,32.13437002893065,1.472925024517372,3.1649190512185154e-07
44,48899884.82739881,32.169729096044804,1.442607788306719,3.01468780148531e-07
45,49683934.36541809,32.204820341313464,1.414417296288509,2.87600813318643e-07
