order,P,T,L,ST,m,dgr,M_v=8e+6
0,808804.2605494522,31.284171834027678,3524.402678342055,0.02345260890934114,5.15,-3300.0
1,1603145.9948670634,31.11802774472625,859.4306910718788,0.003946927217187012,5.184422110552764,-1320.2509710667246
2,2583754.5734074013,31.02004012267358,324.5660978302594,0.0010930601107415603,5.218844221105528,-552.423537954471
3,3680929.8254465866,30.962288641504323,158.5573421170161,0.00041566338719469247,5.253266331658292,-307.5009399248634
4,4854215.438040299,30.92964532919282,90.9588104663561,0.0001939740860859442,5.287688442211055,-195.3036109575391
5,6077546.512145223,30.913925569906105,58.12493641896108,0.00010413980857570017,5.322110552763819,-137.89169355940072
6,7335204.566384107,30.90999335001552,40.08048657847252,6.179735875237856e-05,5.356532663316584,-105.67961165283822
7,8615202.16344309,30.914763841418782,29.24433522675319,3.952777239070222e-05,5.390954773869347,-85.13048745394013
8,9909153.592351561,30.926114379659086,22.28284810493422,2.6791728634405295e-05,5.425376884422111,-71.13724552621375
9,11210277.710335355,30.942624917274156,17.57077057376633,1.901634497496787e-05,5.459798994974875,-61.108494381547416
10,12513984.558677725,30.963178428204877,14.24314043543075,1.4010841583595547e-05,5.494221105527639,-53.55596654803958
11,13816336.843037173,30.98698583865037,11.81128328366072,1.0646466562878771e-05,5.528643216080402,-47.66074561646684
12,15114235.896020545,31.013438252852712,9.982663884965387,8.302260289848389e-06,5.563065326633167,-42.96923347241403
13,16405200.40335874,31.042057314658113,8.574181814343072,6.61836873381245e-06,5.59748743718593,-39.195368757978315
14,17687377.962741572,31.07244190711735,7.466651039287569,5.376683347357528e-06,5.631909547738694,-36.12705977679093
15,18958682.476574697,31.1043401214226,6.580633262910545,4.440583999126295e-06,5.666331658291457,-33.591573174813846
16,20218102.416738555,31.137457031462876,5.860554616503967,3.7205825419799063e-06,5.700753768844222,-31.45400827010974
17,21464489.627009783,31.171588604170303,5.267413394829562,3.15714606092709e-06,5.735175879396985,-29.61596398556867
18,22696882.69813212,31.206566118003373,4.77300166413078,2.7094332877093473e-06,5.769597989949749,-28.009992925287747
19,23914529.49329283,31.242242018410064,4.356495967304612,2.348771559303253e-06,5.804020100502512,-26.58965224550525
20,25116809.384420946,31.2784915508806,4.002285056914847,2.0546474434805176e-06,5.838442211055277,-25.321880085428006
21,26303203.81965317,31.315209343286703,3.698486553316221,1.812119688364309e-06,5.872864321608041,-24.182029277140202
22,26303203.81965317,31.315209343286703,3.435918157976018,1.5426225436299668e-06,5.907286432160804,-3300.0
23,28627150.744678993,31.38964515629088,3.20729509361655,1.440268924387306e-06,5.941708542713569,-22.214370552548758
24,29763521.574184075,31.427291770401773,3.007244587772065,1.296419144756992e-06,5.976130653266332,-21.35993250264562
25,30883012.244112983,31.465079364786646,2.830976944052371,1.1735341270460236e-06,6.010552763819096,-20.577389483463207
26,31985268.504139226,31.502982063945907,2.674898930929938,1.0678491303684003e-06,6.04497487437186,-19.858234953189253
27,33070225.306278367,31.540948471945935,2.536023962249235,9.763628877290205e-07,6.079396984924624,-19.19500560588176
28,34137803.57303995,31.578939815282606,2.41191280109331,8.966949742238553e-07,6.113819095477387,-18.58135477795736
29,35187976.7783368,31.616919495069162,2.300544116119319,8.26933117132655e-07,6.148241206030151,-18.01177488580265
30,36220750.07334582,31.65485516770592,2.200234395036722,7.655299499310701e-07,6.182663316582915,-17.481518183583376
31,37236137.49388679,31.69271988253163,2.109575241284121,7.112254853392935e-07,6.217085427135679,-16.986478315037743
32,38234199.858951055,31.730487167494378,2.02737480927953,6.629828680760474e-07,6.251507537688442,-16.523087238122002
33,39215024.2955718,31.76813171831351,1.95262064286381,6.199447763062446e-07,6.285929648241206,-16.08822335604816
34,40178673.12160788,31.80563708799913,1.884456129403527,5.814005336720781e-07,6.32035175879397,-15.67916320381488
35,41125263.702461965,31.84298355258261,1.822140919390906,5.467530008744013e-07,6.354773869346734,-15.293534096716485
36,42054925.219180785,31.88015336953254,1.765038218661847,5.155001068897002e-07,6.389195979899498,-14.929208675534142
37,42967764.918012366,31.917134321822683,1.71260010167951,4.872178662468655e-07,6.423618090452262,-14.584341550136969
38,43863942.55396688,31.953911983291565,1.66434696287256,4.6154504120449303e-07,6.458040201005026,-14.257305453594938
39,44743597.60055722,31.99047536876531,1.619862795847817,4.381734416722993e-07,6.492462311557789,-13.94660633229546
40,45607125.08478718,32.02677348959071,1.578751847758078,4.168278989210297e-07,6.526884422110554,-13.65092878462707
41,46454165.21715461,32.06288608564509,1.54076162191347,3.9730447215519895e-07,6.561306532663317,-13.369183467245477
42,47285168.33786825,32.098758001601986,1.505572034168858,3.7939267670497756e-07,6.595728643216081,-13.100297490455887
43,48100372.68282178,32.1343698459116,1.472925024517372,3.629188030711364e-07,6.630150753768845,-12.843284776525707
44,48899885.943850555,32.169729001980684,1.442607788306719,3.477365488623824e-07,6.664572864321609,-12.597345512587708
45,49683932.43695845,32.20482032558467,1.414417296288509,3.3371374991651753e-07,6.698994974874372,-12.361688554906493
46,50452680.56045091,32.23964304045819,1.388179914922602,3.2073687339023664e-07,6.733417085427136,-12.135623921833314
47,51206325.60166831,32.27419008774202,1.363736445765116,3.0870443692499746e-07,6.767839195979899,-11.918530234701336
48,51945050.362648204,32.30845958036346,1.340946688861834,2.975282454407339e-07,6.802261306532664,-11.70983003113298
49,52669043.25554295,32.342448301577775,1.319683373495253,2.871292928201415e-07,6.836683417085427,-11.508988466966741
50,53378492.15040476,32.37615413117058,1.299832247217785,2.774379383720355e-07,6.871105527638191,-11.315544048217532
